cve_id,change_type,date_updated,shard,run_utc
CVE-2016-20096,updated,2026-07-22,cve_2022_and_before,2026-07-23T09:22:29+00:00
CVE-2022-2712,updated,2026-07-22,cve_2022_and_before,2026-07-23T09:22:29+00:00
CVE-2023-3390,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2023-52355,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-5300,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-58023,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-58330,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-58357,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-58364,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2024-58370,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-10263,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-13146,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24199,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24232,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24233,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24249,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24259,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24264,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24265,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-24273,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-30457,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-34037,updated,2026-05-14,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-41115,updated,2026-07-23,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-41117,updated,2026-07-23,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-41118,updated,2026-07-23,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-44089,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-44090,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-48431,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-50324,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-50325,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-50327,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-50329,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-50330,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-53379,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-60689,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-60835,added,,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-61140,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-61726,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-66390,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-68640,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-69223,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2025-71395,updated,2026-07-22,cve_2023_to_2025,2026-07-23T09:22:29+00:00
CVE-2026-1372,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-1771,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-1784,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-2395,added,,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-3482,added,,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-3821,updated,,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-3833,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-4773,added,,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-5241,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-5260,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-5497,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
CVE-2026-6322,updated,2026-07-22,cve_2026_to_now,2026-07-23T09:22:29+00:00
