cve_id,change_type,date_updated,shard,run_utc
CVE-2024-8105,updated,2026-06-28,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2024-12133,updated,2026-06-29,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2025-0824,added,,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2025-2902,added,,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2025-7386,added,,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2025-10911,updated,2026-06-29,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2025-14831,updated,2026-06-29,cve_2023_to_2025,2026-06-29T11:56:50+00:00
CVE-2026-2586,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-2587,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-3256,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-3833,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-5260,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-8829,updated,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-9267,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-9676,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-10083,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-12619,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-12620,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-12621,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-12622,updated,2026-06-29,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13485,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13486,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13487,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13488,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13489,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13490,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13491,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13493,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13495,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13496,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13497,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13498,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13499,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13500,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13501,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13502,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13503,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13504,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13507,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13508,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13509,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13510,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13511,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13512,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13513,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13514,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13515,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13516,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13517,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13518,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13519,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13520,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13521,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13522,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13523,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
CVE-2026-13524,added,,cve_2026_to_now,2026-06-29T11:56:50+00:00
