cve_id,change_type,date_updated,shard,run_utc
CVE-2021-29022,updated,2026-07-29,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2021-29023,updated,2026-07-29,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2021-29024,updated,2026-07-29,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2022-1055,updated,2026-07-29,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2022-3566,updated,2026-07-30,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2022-36271,updated,2026-07-29,cve_2022_and_before,2026-07-30T09:27:39+00:00
CVE-2023-1829,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2024-4944,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2024-21537,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-1025,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-4294,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-4295,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-4318,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-5540,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-5932,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-6537,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8028,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8029,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8031,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8032,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8033,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8036,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8037,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8038,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-8039,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-10263,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-10656,updated,,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-12758,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-12799,updated,2026-07-29,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-14562,added,,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21629,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21631,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21637,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21638,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21640,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21646,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21647,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21650,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21652,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21655,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21659,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21661,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21663,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21664,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21669,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21673,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21676,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21677,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21678,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21680,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21682,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21687,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21692,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21693,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21697,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21699,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21701,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21707,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21709,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21710,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21712,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21714,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21717,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21718,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21719,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21720,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21722,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21725,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21726,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21727,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21729,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21730,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21734,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21735,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21738,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21748,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21751,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21753,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21758,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21759,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21760,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21761,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21762,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21763,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21764,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21765,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21766,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21772,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21778,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21780,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21785,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21786,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21788,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21789,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21791,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21792,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21795,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21796,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21801,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21804,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21805,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21808,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21809,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21810,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21811,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21812,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21823,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21825,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21826,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21827,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21828,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21829,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21830,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21832,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21836,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21839,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21842,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21844,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
CVE-2025-21850,updated,2026-07-30,cve_2023_to_2025,2026-07-30T09:27:39+00:00
