cve_id,change_type,date_updated,shard,run_utc
CVE-2025-10263,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-13465,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-40910,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-61726,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-67030,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-69223,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-69872,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71319,updated,2026-07-03,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71342,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71343,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71345,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71347,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71353,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71356,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71359,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71360,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71362,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71364,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71366,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71367,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71369,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71372,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71373,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
CVE-2025-71375,added,,cve_2023_to_2025,2026-07-04T09:20:16+00:00
