cve_id,change_type,date_updated,shard,run_utc
CVE-2021-38489,added,,cve_2022_and_before,2026-09-03T11:54:05+00:00
CVE-2021-43613,added,,cve_2022_and_before,2026-09-03T11:54:05+00:00
CVE-2021-43614,added,,cve_2022_and_before,2026-09-03T11:54:05+00:00
CVE-2023-3360,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-20576,added,2026-09-03,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-20577,added,2026-09-03,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-20579,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-50224,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-54141,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-54263,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2023-54391,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-3773,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-7956,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-27010,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-35585,updated,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-39478,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-46754,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-58094,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2024-58095,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-8945,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-9314,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-12768,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-15481,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-15485,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-15489,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-15490,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-15692,added,,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-22104,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-29923,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-38203,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-38206,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-38237,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-39833,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-39925,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-40064,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-40102,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-40139,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-40168,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-61726,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-68313,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-68781,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2025-69223,updated,2026-09-02,cve_2023_to_2025,2026-09-03T11:54:05+00:00
CVE-2026-0765,removed,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-0766,removed,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-0767,removed,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-2573,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-2688,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-2811,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-3852,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-4357,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-5588,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-6322,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-6893,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-7405,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-7406,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-7680,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-8151,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-8712,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9055,updated,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9277,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9586,updated,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9852,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9853,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-9854,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-10821,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-12143,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-12151,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-12661,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-12704,added,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-13676,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14199,added,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14255,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14326,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14357,updated,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14828,updated,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-14957,updated,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-15809,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-15933,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16118,updated,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16253,updated,2026-09-03,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16463,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16465,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16647,added,,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-16787,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
CVE-2026-17107,updated,2026-09-02,cve_2026_to_now,2026-09-03T11:54:05+00:00
