cve_id,change_type,date_updated,shard,run_utc
CVE-2021-34432,updated,2026-07-02,cve_2022_and_before,2026-07-02T09:59:48+00:00
CVE-2024-11831,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-5278,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-12530,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-15646,added,,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-15666,updated,,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-23350,added,,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-23351,added,,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-31223,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36319,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36320,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36321,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36323,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36324,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36327,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36328,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36333,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36336,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36359,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-36372,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-45729,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-48431,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-56005,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-61726,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-61731,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-62718,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-69223,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71319,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71349,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71350,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71352,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71355,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71363,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71368,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71371,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71374,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2025-71381,updated,2026-07-01,cve_2023_to_2025,2026-07-02T09:59:48+00:00
CVE-2026-0880,updated,2026-07-01,cve_2026_to_now,2026-07-02T09:59:48+00:00
CVE-2026-1239,updated,,cve_2026_to_now,2026-07-02T09:59:48+00:00
CVE-2026-1287,updated,2026-07-01,cve_2026_to_now,2026-07-02T09:59:48+00:00
CVE-2026-1784,updated,2026-07-01,cve_2026_to_now,2026-07-02T09:59:48+00:00
CVE-2026-2377,updated,2026-07-01,cve_2026_to_now,2026-07-02T09:59:48+00:00
