cve_id,change_type,date_updated,shard,run_utc
CVE-2017-6297,updated,2026-09-16,cve_2022_and_before,2026-09-17T12:23:48+00:00
CVE-2017-17537,updated,2026-09-16,cve_2022_and_before,2026-09-17T12:23:48+00:00
CVE-2020-20211,updated,2026-09-16,cve_2022_and_before,2026-09-17T12:23:48+00:00
CVE-2020-20212,updated,2026-09-16,cve_2022_and_before,2026-09-17T12:23:48+00:00
CVE-2023-24035,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-24287,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-27168,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-27169,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-27170,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-27172,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-32778,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-37366,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-46273,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2023-51769,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-5042,updated,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-9355,updated,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-11222,updated,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-20260,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-21626,updated,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-33668,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2024-45163,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-11234,updated,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-11395,updated,2026-09-16,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-14871,updated,,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-15697,added,,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-36591,added,,cve_2023_to_2025,2026-09-17T12:23:48+00:00
CVE-2025-43936,added,2026-09-17,cve_2023_to_2025,2026-09-17T12:23:48+00:00
