cve_id,change_type,date_updated,shard,run_utc
CVE-2021-47996,updated,2026-08-28,cve_2022_and_before,2026-08-28T19:12:59+00:00
CVE-2022-30983,updated,2026-08-27,cve_2022_and_before,2026-08-28T19:12:59+00:00
CVE-2022-50998,updated,2026-08-28,cve_2022_and_before,2026-08-28T19:12:59+00:00
CVE-2022-50999,updated,2026-08-28,cve_2022_and_before,2026-08-28T19:12:59+00:00
CVE-2022-51000,updated,2026-08-28,cve_2022_and_before,2026-08-28T19:12:59+00:00
CVE-2023-36664,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2023-43900,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2023-43901,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2023-43902,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2023-49105,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2023-54354,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2024-58377,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2024-58378,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-2609,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-2610,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-13911,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-30156,added,,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-41115,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-41117,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-41118,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-51675,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-51679,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-52182,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-56798,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61162,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61163,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61164,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61165,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61478,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61479,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61480,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-61726,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-62342,updated,,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-62343,updated,,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-69223,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-69873,updated,2026-08-28,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2025-70290,updated,2026-08-27,cve_2023_to_2025,2026-08-28T19:12:59+00:00
CVE-2026-0545,updated,2026-08-28,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-2614,updated,2026-08-28,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-3129,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-3423,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-4246,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-4266,updated,2026-08-27,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-4315,updated,2026-08-27,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-4378,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-4398,added,2026-08-28,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-5096,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-5097,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-5241,updated,2026-08-28,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-5510,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
CVE-2026-5706,added,,cve_2026_to_now,2026-08-28T19:12:59+00:00
