cve_id,change_type,date_updated,shard,run_utc
CVE-2020-19909,updated,2024-07-08,cve_2022_and_before,2026-07-24T09:18:18+00:00
CVE-2021-40438,updated,2025-10-21,cve_2022_and_before,2026-07-24T09:18:18+00:00
CVE-2023-4874,updated,2026-07-24,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2023-4875,updated,2026-07-24,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-3884,updated,2026-07-24,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-21488,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-40864,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-58023,updated,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-58330,updated,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-58353,added,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-58354,added,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2024-58355,added,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-5278,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-6170,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-9205,added,,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-9784,updated,2026-07-24,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-10911,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-12543,updated,2026-07-24,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-13465,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24097,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24167,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24235,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24259,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24278,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24279,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-24280,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-30426,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-30427,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
CVE-2025-30446,updated,2026-07-23,cve_2023_to_2025,2026-07-24T09:18:18+00:00
